Timestamp_Shifted,Parameter,Value
2016-09-12 00:05:00,Quality 9,0.57
2016-09-12 00:05:00,Quality 10,0.92
2016-09-12 05:58:00,Quality 6,96.91384904
2016-09-12 05:58:00,Quality 7,2.533088235
2016-09-12 05:58:00,Quality 8,1.530232558
2016-09-12 05:58:00,Quality 9,0.58
2016-09-12 05:58:00,Quality 10,0.94
2016-09-12 17:56:00,Quality 6,98.65545519
2016-09-12 17:56:00,Quality 7,2.540186916
2016-09-12 17:56:00,Quality 8,1.523584906
2016-09-12 17:56:00,Quality 9,0.58
2016-09-12 17:56:00,Quality 10,0.94
2016-09-12 21:34:00,Quality 6,97.97231879
2016-09-12 21:34:00,Quality 7,2.5725047080000003
2016-09-12 21:34:00,Quality 8,1.4813084109999999
2016-09-12 21:34:00,Quality 9,0.57
2016-09-12 21:34:00,Quality 10,0.93
2016-10-12 01:39:00,Quality 6,97.90907982
2016-10-12 01:39:00,Quality 7,2.5781544259999998
2016-10-12 01:39:00,Quality 8,1.4929577459999999
2016-10-12 01:39:00,Quality 9,0.56
2016-10-12 01:39:00,Quality 10,0.93
2016-10-12 06:00:00,Quality 6,97.1996906
2016-10-12 06:00:00,Quality 7,2.595864662
2016-10-12 06:00:00,Quality 8,1.5213270140000001
2016-10-12 06:00:00,Quality 9,0.57
2016-10-12 06:00:00,Quality 10,0.95
2016-10-12 09:59:00,Quality 6,99.02138120000001
2016-10-12 09:59:00,Quality 7,2.54887218
2016-10-12 09:59:00,Quality 8,1.509433962
2016-10-12 09:59:00,Quality 9,0.57
2016-10-12 09:59:00,Quality 10,0.94
2016-10-12 14:10:00,Quality 6,98.10578944
2016-10-12 14:10:00,Quality 7,2.59772296
2016-10-12 14:10:00,Quality 8,1.5215311000000002
2016-10-12 14:10:00,Quality 9,0.57
2016-10-12 14:10:00,Quality 10,0.93
2016-10-12 17:23:00,Quality 6,97.01947932
2016-10-12 17:23:00,Quality 7,2.6354961830000003
2016-10-12 17:23:00,Quality 8,1.5314009659999999
2016-10-12 17:23:00,Quality 9,0.56
2016-10-12 17:23:00,Quality 10,0.94
2016-10-12 21:13:00,Quality 6,98.18120696
2016-10-12 21:13:00,Quality 7,2.607619048
2016-10-12 21:13:00,Quality 8,1.536231884
2016-10-12 21:13:00,Quality 9,0.55
2016-10-12 21:13:00,Quality 10,0.96
2016-11-12 01:25:00,Quality 6,97.97818062
2016-11-12 01:25:00,Quality 7,2.620229008
2016-11-12 01:25:00,Quality 8,1.5314009659999999
2016-11-12 01:25:00,Quality 9,0.56
2016-11-12 01:25:00,Quality 10,0.92
2016-11-12 06:06:00,Quality 6,97.64359858
2016-11-12 06:06:00,Quality 7,2.653846154
2016-11-12 06:06:00,Quality 8,1.536585366
2016-11-12 06:06:00,Quality 9,0.56
2016-11-12 06:06:00,Quality 10,0.92
2016-11-12 09:50:00,Quality 6,97.41076205
2016-11-12 09:50:00,Quality 7,2.6475095790000003
2016-11-12 09:50:00,Quality 8,1.4857142859999999
2016-11-12 09:50:00,Quality 9,0.56
2016-11-12 09:50:00,Quality 10,0.93
2016-11-12 14:09:00,Quality 6,98.26128275
2016-11-12 14:09:00,Quality 7,2.637764933
2016-11-12 14:09:00,Quality 8,1.495192308
2016-11-12 14:09:00,Quality 9,0.56
2016-11-12 14:09:00,Quality 10,0.92
2016-11-12 17:55:00,Quality 6,98.53921155
2016-11-12 17:55:00,Quality 7,2.585227273
2016-11-12 17:55:00,Quality 8,1.5507246380000002
2016-11-12 17:55:00,Quality 9,0.57
2016-11-12 17:55:00,Quality 10,0.93
2016-11-12 21:13:00,Quality 6,99.53130145
2016-11-12 21:13:00,Quality 7,2.535849057
2016-11-12 21:13:00,Quality 8,1.63681592
2016-11-12 21:13:00,Quality 9,0.56
2016-11-12 21:13:00,Quality 10,0.95
2016-12-12 01:24:00,Quality 6,99.07951038
2016-12-12 01:24:00,Quality 7,2.545283019
2016-12-12 01:24:00,Quality 8,1.623762376
2016-12-12 01:24:00,Quality 9,0.56
2016-12-12 01:24:00,Quality 10,0.91
2016-12-12 05:39:00,Quality 6,98.35966906
2016-12-12 05:39:00,Quality 7,2.5393258430000003
2016-12-12 05:39:00,Quality 8,1.643564356
2016-12-12 05:39:00,Quality 9,0.58
2016-12-12 05:39:00,Quality 10,0.9
2016-12-12 09:32:00,Quality 6,99.88305574
2016-12-12 09:32:00,Quality 7,2.483271375
2016-12-12 09:32:00,Quality 8,1.624390244
2016-12-12 09:32:00,Quality 9,0.58
2016-12-12 09:32:00,Quality 10,0.92
2016-12-12 12:49:00,Quality 6,100.087603
2016-12-12 12:49:00,Quality 7,2.485130112
2016-12-12 12:49:00,Quality 8,1.611650485
2016-12-12 12:49:00,Quality 9,0.59
2016-12-12 12:49:00,Quality 10,0.94
2016-12-12 17:56:00,Quality 6,99.95356451
2016-12-12 17:56:00,Quality 7,2.4971962619999997
2016-12-12 17:56:00,Quality 8,1.62254902
2016-12-12 17:56:00,Quality 9,0.58
2016-12-12 17:56:00,Quality 10,0.91
2016-12-12 21:36:00,Quality 6,99.75822583
2016-12-12 21:36:00,Quality 7,2.476808905
2016-12-12 21:36:00,Quality 8,1.603864734
2016-12-12 21:36:00,Quality 9,0.56
2016-12-12 21:36:00,Quality 10,0.92
2016-12-13 01:28:00,Quality 6,101.2574799
2016-12-13 01:28:00,Quality 7,2.533460803
2016-12-13 01:28:00,Quality 8,1.538834951
2016-12-13 01:28:00,Quality 9,0.54
2016-12-13 01:28:00,Quality 10,0.89
2016-12-13 05:58:00,Quality 6,101.0713803
2016-12-13 05:58:00,Quality 7,2.5238095240000002
2016-12-13 05:58:00,Quality 8,1.536231884
2016-12-13 05:58:00,Quality 9,0.56
2016-12-13 05:58:00,Quality 10,0.92
2016-12-13 09:08:00,Quality 6,100.05747729999999
2016-12-13 09:08:00,Quality 7,2.580769231
2016-12-13 09:08:00,Quality 8,1.536585366
2016-12-13 09:08:00,Quality 9,0.54
2016-12-13 09:08:00,Quality 10,0.91
2016-12-13 13:26:00,Quality 6,100.2992288
2016-12-13 13:26:00,Quality 7,2.570057582
2016-12-13 13:26:00,Quality 8,1.5169082130000002
2016-12-13 13:26:00,Quality 9,0.54
2016-12-13 13:26:00,Quality 10,0.89
2016-12-13 18:16:00,Quality 6,100.95149690000001
2016-12-13 18:16:00,Quality 7,2.553846154
2016-12-13 18:16:00,Quality 8,1.524271845
2016-12-13 18:16:00,Quality 9,0.54
2016-12-13 18:16:00,Quality 10,0.88
2016-12-13 21:48:00,Quality 6,101.091983
2016-12-13 21:48:00,Quality 7,2.545105566
2016-12-13 21:48:00,Quality 8,1.541463415
2016-12-13 21:48:00,Quality 9,0.54
2016-12-13 21:48:00,Quality 10,0.86
2016-12-14 01:48:00,Quality 6,101.35866779999999
2016-12-14 01:48:00,Quality 7,2.589041096
2016-12-14 01:48:00,Quality 8,1.567839196
2016-12-14 01:48:00,Quality 9,0.54
2016-12-14 01:48:00,Quality 10,0.84
2016-12-14 06:26:00,Quality 6,100.5693271
2016-12-14 06:26:00,Quality 7,2.59922179
2016-12-14 06:26:00,Quality 8,1.582914573
2016-12-14 06:26:00,Quality 9,0.54
2016-12-14 06:26:00,Quality 10,0.84
2016-12-14 09:27:00,Quality 6,100.28140909999999
2016-12-14 09:27:00,Quality 7,2.622309198
2016-12-14 09:27:00,Quality 8,1.580808081
2016-12-14 09:27:00,Quality 9,0.54
2016-12-14 09:27:00,Quality 10,0.84
2016-12-14 13:36:00,Quality 6,100.42067800000001
2016-12-14 13:36:00,Quality 7,2.589147287
2016-12-14 13:36:00,Quality 8,1.5671641790000002
2016-12-14 13:36:00,Quality 9,0.54
2016-12-14 13:36:00,Quality 10,0.85
2016-12-14 18:22:00,Quality 6,98.55077829
2016-12-14 18:22:00,Quality 7,2.671232877
2016-12-14 18:22:00,Quality 8,1.620512821
2016-12-14 18:22:00,Quality 9,0.53
2016-12-14 18:22:00,Quality 10,0.83
2016-12-14 21:24:00,Quality 6,99.26632275
2016-12-14 21:24:00,Quality 7,2.6208897490000003
2016-12-14 21:24:00,Quality 8,1.5721393030000002
2016-12-14 21:24:00,Quality 9,0.53
2016-12-14 21:24:00,Quality 10,0.87
2016-12-15 01:31:00,Quality 6,100.9807191
2016-12-15 01:31:00,Quality 7,2.591439689
2016-12-15 01:31:00,Quality 8,1.532019704
2016-12-15 01:31:00,Quality 9,0.53
2016-12-15 01:31:00,Quality 10,0.84
2016-12-15 06:26:00,Quality 6,103.05501729999999
2016-12-15 06:26:00,Quality 7,2.5518591
2016-12-15 06:26:00,Quality 8,1.580808081
2016-12-15 06:26:00,Quality 9,0.51
2016-12-15 06:26:00,Quality 10,0.8
2016-12-15 09:10:00,Quality 6,103.16973370000001
2016-12-15 09:10:00,Quality 7,2.545988258
2016-12-15 09:10:00,Quality 8,1.555
2016-12-15 09:10:00,Quality 9,0.52
2016-12-15 09:10:00,Quality 10,0.8
2016-12-15 13:03:00,Quality 6,101.143872
2016-12-15 13:03:00,Quality 7,2.5859375
2016-12-15 13:03:00,Quality 8,1.5728643219999998
2016-12-15 13:03:00,Quality 9,0.52
2016-12-15 13:03:00,Quality 10,0.8
2016-12-15 17:29:00,Quality 6,101.6954796
2016-12-15 17:29:00,Quality 7,2.590998043
2016-12-15 17:29:00,Quality 8,1.567839196
2016-12-15 17:29:00,Quality 9,0.52
2016-12-15 17:29:00,Quality 10,0.81
2016-12-15 21:04:00,Quality 6,100.5460834
2016-12-15 21:04:00,Quality 7,2.62109375
2016-12-15 21:04:00,Quality 8,1.56
2016-12-15 21:04:00,Quality 9,0.54
2016-12-15 21:04:00,Quality 10,0.83
2016-12-16 05:40:00,Quality 6,101.9020118
2016-12-16 05:40:00,Quality 7,2.576171875
2016-12-16 05:40:00,Quality 8,1.534653465
2016-12-16 05:40:00,Quality 9,0.52
2016-12-16 05:40:00,Quality 10,0.81
2016-12-16 09:34:00,Quality 6,101.20127600000001
2016-12-16 09:34:00,Quality 7,2.611001965
2016-12-16 09:34:00,Quality 8,1.557788945
2016-12-16 09:34:00,Quality 9,0.53
2016-12-16 09:34:00,Quality 10,0.85
2016-12-16 13:51:00,Quality 6,100.24846109999999
2016-12-16 13:51:00,Quality 7,2.545454545
2016-12-16 13:51:00,Quality 8,1.693877551
2016-12-16 13:51:00,Quality 9,0.53
2016-12-16 13:51:00,Quality 10,0.82
2016-12-16 17:10:00,Quality 6,100.77433909999999
2016-12-16 17:10:00,Quality 7,2.560229446
2016-12-16 17:10:00,Quality 8,1.682051282
2016-12-16 17:10:00,Quality 9,0.53
2016-12-16 17:10:00,Quality 10,0.84
2016-12-16 20:56:00,Quality 6,100.91896170000001
2016-12-16 20:56:00,Quality 7,2.544761905
2016-12-16 20:56:00,Quality 8,1.664974619
2016-12-16 20:56:00,Quality 9,0.53
2016-12-16 20:56:00,Quality 10,0.82
2016-12-17 00:58:00,Quality 6,100.4242057
2016-12-17 00:58:00,Quality 7,2.551330798
2016-12-17 00:58:00,Quality 8,1.670050761
2016-12-17 00:58:00,Quality 9,0.53
2016-12-17 00:58:00,Quality 10,0.83
2016-12-17 05:50:00,Quality 6,100.38236450000001
2016-12-17 05:50:00,Quality 7,2.583493282
2016-12-17 05:50:00,Quality 8,1.631313131
2016-12-17 05:50:00,Quality 9,0.53
2016-12-17 05:50:00,Quality 10,0.82
2016-12-17 07:46:00,Quality 6,101.2493144
2016-12-17 07:46:00,Quality 7,2.5506692159999997
2016-12-17 07:46:00,Quality 8,1.654822335
2016-12-17 07:46:00,Quality 9,0.53
2016-12-17 07:46:00,Quality 10,0.83
2016-12-17 08:49:00,Quality 6,100.8937578
2016-12-17 08:49:00,Quality 7,2.571976967
2016-12-17 08:49:00,Quality 8,1.658163265
2016-12-17 08:49:00,Quality 9,0.53
2016-12-17 08:49:00,Quality 10,0.81
2016-12-17 13:25:00,Quality 6,100.8560959
2016-12-17 13:25:00,Quality 7,2.627680312
2016-12-17 13:25:00,Quality 8,1.630769231
2016-12-17 13:25:00,Quality 9,0.53
2016-12-17 13:25:00,Quality 10,0.83
2016-12-17 17:21:00,Quality 6,100.1808983
2016-12-17 17:21:00,Quality 7,2.6119691119999997
2016-12-17 17:21:00,Quality 8,1.629441624
2016-12-17 17:21:00,Quality 9,0.54
2016-12-17 17:21:00,Quality 10,0.83
2016-12-17 21:09:00,Quality 6,101.6399708
2016-12-17 21:09:00,Quality 7,2.590291262
2016-12-17 21:09:00,Quality 8,1.614213198
2016-12-17 21:09:00,Quality 9,0.54
2016-12-17 21:09:00,Quality 10,0.83
2016-12-18 01:00:00,Quality 6,100.1594346
2016-12-18 01:00:00,Quality 7,2.608108108
2016-12-18 01:00:00,Quality 8,1.642857143
2016-12-18 01:00:00,Quality 9,0.54
2016-12-18 01:00:00,Quality 10,0.83
2016-12-18 05:41:00,Quality 6,100.3743604
2016-12-18 05:41:00,Quality 7,2.585412668
2016-12-18 05:41:00,Quality 8,1.6446700509999999
2016-12-18 05:41:00,Quality 9,0.54
2016-12-18 05:41:00,Quality 10,0.81
2016-12-18 09:14:00,Quality 6,99.30583006
2016-12-18 09:14:00,Quality 7,2.633204633
2016-12-18 09:14:00,Quality 8,1.629441624
2016-12-18 09:14:00,Quality 9,0.54
2016-12-18 09:14:00,Quality 10,0.8
2016-12-18 12:47:00,Quality 6,100.7970875
2016-12-18 12:47:00,Quality 7,2.567049808
2016-12-18 12:47:00,Quality 8,1.636363636
2016-12-18 12:47:00,Quality 9,0.54
2016-12-18 12:47:00,Quality 10,0.81
2016-12-18 17:14:00,Quality 6,100.0814617
2016-12-18 17:14:00,Quality 7,2.595009597
2016-12-18 17:14:00,Quality 8,1.658163265
2016-12-18 17:14:00,Quality 9,0.54
2016-12-18 17:14:00,Quality 10,0.82
2016-12-18 21:31:00,Quality 6,99.98905569
2016-12-18 21:31:00,Quality 7,2.5831739959999998
2016-12-18 21:31:00,Quality 8,1.628140704
2016-12-18 21:31:00,Quality 9,0.55
2016-12-18 21:31:00,Quality 10,0.83
2016-12-19 00:55:00,Quality 6,100.41956280000001
2016-12-19 00:55:00,Quality 7,2.585412668
2016-12-19 00:55:00,Quality 8,1.671794872
2016-12-19 00:55:00,Quality 9,0.55
2016-12-19 00:55:00,Quality 10,0.83
2016-12-19 06:02:00,Quality 6,100.40221509999999
2016-12-19 06:02:00,Quality 7,2.584291188
2016-12-19 06:02:00,Quality 8,1.6497461930000001
2016-12-19 06:02:00,Quality 9,0.54
2016-12-19 06:02:00,Quality 10,0.84
2016-12-19 09:19:00,Quality 6,100.72720129999999
2016-12-19 09:19:00,Quality 7,2.603481625
2016-12-19 09:19:00,Quality 8,1.611111111
2016-12-19 09:19:00,Quality 9,0.54
2016-12-19 09:19:00,Quality 10,0.84
2016-12-19 13:23:00,Quality 6,99.47807571
2016-12-19 13:23:00,Quality 7,2.624277457
2016-12-19 13:23:00,Quality 8,1.608040201
2016-12-19 13:23:00,Quality 9,0.54
2016-12-19 13:23:00,Quality 10,0.83
2016-12-19 17:20:00,Quality 6,100.0839459
2016-12-19 17:20:00,Quality 7,2.603846154
2016-12-19 17:20:00,Quality 8,1.639593909
2016-12-19 17:20:00,Quality 9,0.54
2016-12-19 17:20:00,Quality 10,0.86
2016-12-19 21:48:00,Quality 6,100.39697779999999
2016-12-19 21:48:00,Quality 7,2.6891089110000004
2016-12-19 21:48:00,Quality 8,1.58974359
2016-12-19 21:48:00,Quality 9,0.53
2016-12-19 21:48:00,Quality 10,0.88
2016-12-20 01:05:00,Quality 6,99.60237604
2016-12-20 01:05:00,Quality 7,2.647286822
2016-12-20 01:05:00,Quality 8,1.592964824
2016-12-20 01:05:00,Quality 9,0.53
2016-12-20 01:05:00,Quality 10,0.88
2016-12-20 05:52:00,Quality 6,99.41636394
2016-12-20 05:52:00,Quality 7,2.647969052
2016-12-20 05:52:00,Quality 8,1.611111111
2016-12-20 05:52:00,Quality 9,0.53
2016-12-20 05:52:00,Quality 10,0.89
2016-12-20 09:55:00,Quality 6,101.1702264
2016-12-20 09:55:00,Quality 7,2.634765625
2016-12-20 09:55:00,Quality 8,1.5989847719999999
2016-12-20 09:55:00,Quality 9,0.53
2016-12-20 09:55:00,Quality 10,0.88
2016-12-20 17:19:00,Quality 6,99.85628854
2016-12-20 17:19:00,Quality 7,2.553672316
2016-12-20 17:19:00,Quality 8,1.577669903
2016-12-20 17:19:00,Quality 9,0.54
2016-12-20 17:19:00,Quality 10,0.93
2016-12-20 21:37:00,Quality 6,100.2972632
2016-12-20 21:37:00,Quality 7,2.570342205
2016-12-20 21:37:00,Quality 8,1.603960396
2016-12-20 21:37:00,Quality 9,0.54
2016-12-20 21:37:00,Quality 10,0.93
2016-12-21 00:47:00,Quality 6,98.5143748
2016-12-21 00:47:00,Quality 7,2.5856873819999997
2016-12-21 00:47:00,Quality 8,1.577669903
2016-12-21 00:47:00,Quality 9,0.54
2016-12-21 00:47:00,Quality 10,0.93
2016-12-21 05:53:00,Quality 6,98.95328597
2016-12-21 05:53:00,Quality 7,2.57518797
2016-12-21 05:53:00,Quality 8,1.582524272
2016-12-21 05:53:00,Quality 9,0.54
2016-12-21 05:53:00,Quality 10,0.92
2016-12-21 09:17:00,Quality 6,99.76484994
2016-12-21 09:17:00,Quality 7,2.5355805240000002
2016-12-21 09:17:00,Quality 8,1.59223301
2016-12-21 09:17:00,Quality 9,0.54
2016-12-21 09:17:00,Quality 10,0.94
2016-12-21 13:47:00,Quality 6,101.25798259999999
2016-12-21 13:47:00,Quality 7,2.534090909
2016-12-21 13:47:00,Quality 8,1.613861386
2016-12-21 13:47:00,Quality 9,0.55
2016-12-21 13:47:00,Quality 10,0.93
2016-12-21 17:24:00,Quality 6,97.64175184
2016-12-21 17:24:00,Quality 7,2.573831776
2016-12-21 17:24:00,Quality 8,1.609756098
2016-12-21 17:24:00,Quality 9,0.54
2016-12-21 17:24:00,Quality 10,0.92
2016-12-21 20:53:00,Quality 6,98.60300912
2016-12-21 20:53:00,Quality 7,2.5551401869999997
2016-12-21 20:53:00,Quality 8,1.62254902
2016-12-21 20:53:00,Quality 9,0.54
2016-12-21 20:53:00,Quality 10,0.96
2016-12-22 00:50:00,Quality 6,99.89886896
2016-12-22 00:50:00,Quality 7,2.532833021
2016-12-22 00:50:00,Quality 8,1.625615764
2016-12-22 00:50:00,Quality 9,0.54
2016-12-22 00:50:00,Quality 10,0.92
2016-12-22 05:08:00,Quality 6,99.24853034
2016-12-22 05:08:00,Quality 7,2.561205273
2016-12-22 05:08:00,Quality 8,1.6287128709999998
2016-12-22 05:08:00,Quality 9,0.55
2016-12-22 05:08:00,Quality 10,0.88
2016-12-22 09:15:00,Quality 6,98.60776864
2016-12-22 09:15:00,Quality 7,2.5714285709999998
2016-12-22 09:15:00,Quality 8,1.620689655
2016-12-22 09:15:00,Quality 9,0.55
2016-12-22 09:15:00,Quality 10,0.89
2016-12-22 13:21:00,Quality 6,98.54986003
2016-12-22 13:21:00,Quality 7,2.586792453
2016-12-22 13:21:00,Quality 8,1.65
2016-12-22 13:21:00,Quality 9,0.55
2016-12-22 13:21:00,Quality 10,0.9
2016-12-22 17:11:00,Quality 6,98.20925986
2016-12-22 17:11:00,Quality 7,2.573033708
2016-12-22 17:11:00,Quality 8,1.643564356
2016-12-22 17:11:00,Quality 9,0.54
2016-12-22 17:11:00,Quality 10,0.9
2016-12-22 20:39:00,Quality 6,98.89391631
2016-12-22 20:39:00,Quality 7,2.556179775
2016-12-22 20:39:00,Quality 8,1.643564356
2016-12-22 20:39:00,Quality 9,0.55
2016-12-22 20:39:00,Quality 10,0.9
2016-12-23 00:58:00,Quality 6,98.57723109999999
2016-12-23 00:58:00,Quality 7,2.558052434
2016-12-23 00:58:00,Quality 8,1.643564356
2016-12-23 00:58:00,Quality 9,0.55
2016-12-23 00:58:00,Quality 10,0.9
2016-12-23 05:22:00,Quality 6,96.85928051
2016-12-23 05:22:00,Quality 7,2.607142857
2016-12-23 05:22:00,Quality 8,1.66
2016-12-23 05:22:00,Quality 9,0.55
2016-12-23 05:22:00,Quality 10,0.88
2016-12-23 08:37:00,Quality 6,97.24009724
2016-12-23 08:37:00,Quality 7,2.6356736240000003
2016-12-23 08:37:00,Quality 8,1.648241206
2016-12-23 08:37:00,Quality 9,0.54
2016-12-23 08:37:00,Quality 10,0.87
2016-12-23 12:50:00,Quality 6,98.10928316
2016-12-23 12:50:00,Quality 7,2.59245283
2016-12-23 12:50:00,Quality 8,1.623762376
2016-12-23 12:50:00,Quality 9,0.55
2016-12-23 12:50:00,Quality 10,0.88
2016-12-23 17:12:00,Quality 6,96.83918531
2016-12-23 17:12:00,Quality 7,2.5847299809999997
2016-12-23 17:12:00,Quality 8,1.645320197
2016-12-23 17:12:00,Quality 9,0.55
2016-12-23 17:12:00,Quality 10,0.88
2016-12-23 20:56:00,Quality 6,97.65340329
2016-12-23 20:56:00,Quality 7,2.5813084109999997
2016-12-23 20:56:00,Quality 8,1.6485148509999998
2016-12-23 20:56:00,Quality 9,0.55
2016-12-23 20:56:00,Quality 10,0.87
2016-12-24 00:25:00,Quality 6,97.91382122
2016-12-24 00:25:00,Quality 7,2.562383613
2016-12-24 00:25:00,Quality 8,1.632352941
2016-12-24 00:25:00,Quality 9,0.54
2016-12-24 00:25:00,Quality 10,0.88
2016-12-24 05:15:00,Quality 6,98.10774206
2016-12-24 05:15:00,Quality 7,2.562616822
2016-12-24 05:15:00,Quality 8,1.6616915419999998
2016-12-24 05:15:00,Quality 9,0.54
2016-12-24 05:15:00,Quality 10,0.87
2016-12-24 09:20:00,Quality 6,97.86720763
2016-12-24 09:20:00,Quality 7,2.588345865
2016-12-24 09:20:00,Quality 8,1.66
2016-12-24 09:20:00,Quality 9,0.54
2016-12-24 09:20:00,Quality 10,0.87
2016-12-24 12:16:00,Quality 6,98.6499802
2016-12-24 12:16:00,Quality 7,2.570621469
2016-12-24 12:16:00,Quality 8,1.6818181819999998
2016-12-24 12:16:00,Quality 9,0.54
2016-12-24 12:16:00,Quality 10,0.87
2016-12-24 17:02:00,Quality 6,98.52205433
2016-12-24 17:02:00,Quality 7,2.5666041280000003
2016-12-24 17:02:00,Quality 8,1.665
2016-12-24 17:02:00,Quality 9,0.54
2016-12-24 17:02:00,Quality 10,0.88
2016-12-24 21:08:00,Quality 6,98.29321202
2016-12-24 21:08:00,Quality 7,2.5856873819999997
2016-12-24 21:08:00,Quality 8,1.6683417090000001
2016-12-24 21:08:00,Quality 9,0.54
2016-12-24 21:08:00,Quality 10,0.88
2016-12-24 23:49:00,Quality 6,98.70185848
2016-12-24 23:49:00,Quality 7,2.577067669
2016-12-24 23:49:00,Quality 8,1.6868686869999998
2016-12-24 23:49:00,Quality 9,0.55
2016-12-24 23:49:00,Quality 10,0.86
2016-12-25 07:04:00,Quality 6,97.61672829999999
2016-12-25 07:04:00,Quality 7,2.548148148
2016-12-25 07:04:00,Quality 8,1.686567164
2016-12-25 07:04:00,Quality 9,0.54
2016-12-25 07:04:00,Quality 10,0.88
2016-12-25 07:56:00,Quality 6,97.76220486
2016-12-25 07:56:00,Quality 7,2.49726776
2016-12-25 07:56:00,Quality 8,1.67804878
2016-12-25 07:56:00,Quality 9,0.53
2016-12-25 07:56:00,Quality 10,0.91
2016-12-25 11:06:00,Quality 6,98.00602903
2016-12-25 11:06:00,Quality 7,2.55204461
2016-12-25 11:06:00,Quality 8,1.6633663369999998
2016-12-25 11:06:00,Quality 9,0.53
2016-12-25 11:06:00,Quality 10,0.9
2016-12-25 18:35:00,Quality 6,98.55524359
2016-12-25 18:35:00,Quality 7,2.569548872
2016-12-25 18:35:00,Quality 8,1.6467661690000002
2016-12-25 18:35:00,Quality 9,0.53
2016-12-25 18:35:00,Quality 10,0.89
2016-12-25 20:48:00,Quality 6,100.3886538
2016-12-25 20:48:00,Quality 7,2.653620352
2016-12-25 20:48:00,Quality 8,1.567839196
2016-12-25 20:48:00,Quality 9,0.5
2016-12-25 20:48:00,Quality 10,0.88
2016-12-26 00:47:00,Quality 6,99.13050299
2016-12-26 00:47:00,Quality 7,2.67578125
2016-12-26 00:47:00,Quality 8,1.5728643219999998
2016-12-26 00:47:00,Quality 9,0.5
2016-12-26 00:47:00,Quality 10,0.88
2016-12-26 04:57:00,Quality 6,101.9463778
2016-12-26 04:57:00,Quality 7,2.667330677
2016-12-26 04:57:00,Quality 8,1.51
2016-12-26 04:57:00,Quality 9,0.48
2016-12-26 04:57:00,Quality 10,0.88
2016-12-26 09:02:00,Quality 6,100.1648843
2016-12-26 09:02:00,Quality 7,2.696428571
2016-12-26 09:02:00,Quality 8,1.52
2016-12-26 09:02:00,Quality 9,0.49
2016-12-26 09:02:00,Quality 10,0.88
2016-12-26 13:04:00,Quality 6,99.24547517
2016-12-26 13:04:00,Quality 7,2.678431373
2016-12-26 13:04:00,Quality 8,1.55
2016-12-26 13:04:00,Quality 9,0.49
2016-12-26 13:04:00,Quality 10,0.88
2016-12-26 17:47:00,Quality 6,100.6171309
2016-12-26 17:47:00,Quality 7,2.652259332
2016-12-26 17:47:00,Quality 8,1.545
2016-12-26 17:47:00,Quality 9,0.49
2016-12-26 17:47:00,Quality 10,0.9
2016-12-26 21:14:00,Quality 6,99.59181026
2016-12-26 21:14:00,Quality 7,2.68172888
2016-12-26 21:14:00,Quality 8,1.545
2016-12-26 21:14:00,Quality 9,0.51
2016-12-26 21:14:00,Quality 10,0.88
2016-12-27 01:22:00,Quality 6,99.91974876
2016-12-27 01:22:00,Quality 7,2.690335306
2016-12-27 01:22:00,Quality 8,1.535
2016-12-27 01:22:00,Quality 9,0.51
2016-12-27 01:22:00,Quality 10,0.89
2016-12-27 05:03:00,Quality 6,98.31859623
2016-12-27 05:03:00,Quality 7,2.709803922
2016-12-27 05:03:00,Quality 8,1.55
2016-12-27 05:03:00,Quality 9,0.51
2016-12-27 05:03:00,Quality 10,0.88
2016-12-27 08:45:00,Quality 6,99.80507727
2016-12-27 08:45:00,Quality 7,2.670588235
2016-12-27 08:45:00,Quality 8,1.55
2016-12-27 08:45:00,Quality 9,0.53
2016-12-27 08:45:00,Quality 10,0.87
2016-12-27 12:43:00,Quality 6,99.96652284
2016-12-27 12:43:00,Quality 7,2.677165354
2016-12-27 12:43:00,Quality 8,1.54
2016-12-27 12:43:00,Quality 9,0.52
2016-12-27 12:43:00,Quality 10,0.85
2016-12-27 17:05:00,Quality 6,99.88561299
2016-12-27 17:05:00,Quality 7,2.670588235
2016-12-27 17:05:00,Quality 8,1.56281407
2016-12-27 17:05:00,Quality 9,0.51
2016-12-27 17:05:00,Quality 10,0.84
2016-12-27 20:04:00,Quality 6,99.96234852
2016-12-27 20:04:00,Quality 7,2.6719056969999997
2016-12-27 20:04:00,Quality 8,1.545
2016-12-27 20:04:00,Quality 9,0.51
2016-12-27 20:04:00,Quality 10,0.85
2016-12-27 23:41:00,Quality 6,99.86801993
2016-12-27 23:41:00,Quality 7,2.6719056969999997
2016-12-27 23:41:00,Quality 8,1.570707071
2016-12-27 23:41:00,Quality 9,0.51
2016-12-27 23:41:00,Quality 10,0.84
2016-12-28 04:55:00,Quality 6,99.66291169
2016-12-28 04:55:00,Quality 7,2.6420233459999998
2016-12-28 04:55:00,Quality 8,1.609137056
2016-12-28 04:55:00,Quality 9,0.51
2016-12-28 04:55:00,Quality 10,0.82
2016-12-28 08:40:00,Quality 6,99.35201182
2016-12-28 08:40:00,Quality 7,2.651750973
2016-12-28 08:40:00,Quality 8,1.595959596
2016-12-28 08:40:00,Quality 9,0.51
2016-12-28 08:40:00,Quality 10,0.85
2016-12-28 12:50:00,Quality 6,104.4793406
2016-12-28 12:50:00,Quality 7,2.61
2016-12-28 12:50:00,Quality 8,1.6595744680000002
2016-12-28 12:50:00,Quality 9,0.52
